date,daily_pop,midnight_pop,book_in,book_out
2016-03-16,31338,30112,1049,1226
2016-03-17,30995,29877,883,1118
2016-03-18,30912,29684,1035,1228
2016-03-19,30087,29787,403,300
2016-03-20,30129,29984,342,145
2016-03-21,30877,29985,893,892
2016-03-22,30973,29974,988,999
2016-03-23,30928,30222,954,706
2016-03-24,31200,30392,978,808
2016-03-25,31465,30778,1073,687
2016-03-26,31223,30825,445,398
2016-03-27,31301,31124,476,177
2016-03-28,32083,31441,959,642
2016-03-29,32450,31279,1009,1171
2016-03-30,32122,30914,843,1208
2016-03-31,31859,30693,945,1166
2016-04-01,31752,30501,1059,1251
2016-04-02,30961,30657,460,304
2016-04-03,31012,30771,355,241
2016-04-04,31697,31134,926,563
2016-04-05,32243,31033,1109,1210
2016-04-06,32076,31113,1043,963
2016-04-07,32172,30859,1059,1313
2016-04-08,32085,30697,1226,1388
2016-04-09,31195,30541,498,654
2016-04-10,31089,30892,548,197
2016-04-11,31788,31166,896,622
2016-04-12,32353,31184,1187,1169
2016-04-13,32330,31044,1146,1286
2016-04-14,32087,30813,1043,1274
2016-04-15,32013,30628,1200,1385
2016-04-16,31142,30863,514,279
2016-04-17,31323,31188,460,135
2016-04-18,32154,31565,966,589
2016-04-19,32829,31677,1264,1152
2016-04-20,32876,31870,1199,1006
2016-04-21,32966,31685,1096,1281
2016-04-22,32947,31548,1262,1399
2016-04-23,32111,31830,563,281
2016-04-24,32418,32208,588,210
2016-04-25,33264,32541,1056,723
2016-04-26,33650,32465,1109,1185
2016-04-27,33569,32416,1104,1153
2016-04-28,33636,32456,1220,1180
2016-04-29,33441,32043,985,1398
2016-04-30,32558,32189,515,369
2016-05-01,32675,32467,486,208
2016-05-02,33650,33100,1183,550
2016-05-03,34451,33250,1351,1201
2016-05-04,34465,33211,1215,1254
2016-05-05,34312,33210,1101,1102
2016-05-06,34451,33117,1241,1334
2016-05-07,33659,33276,542,383
2016-05-08,33802,33553,526,249
2016-05-09,34662,33705,1109,957
2016-05-10,34827,33836,1122,991
2016-05-11,34925,33553,1089,1372
2016-05-12,34827,33573,1274,1254
2016-05-13,34897,33468,1324,1429
2016-05-14,34059,33703,591,356
2016-05-15,34229,34032,526,197
2016-05-16,35112,34314,1080,798
2016-05-17,35522,34181,1208,1341
2016-05-18,35305,34287,1124,1018
2016-05-19,35276,33865,989,1411
2016-05-20,35100,33547,1235,1553
2016-05-21,34212,33794,665,418
2016-05-22,34269,34020,475,249
2016-05-23,35118,34413,1098,705
2016-05-24,35547,34380,1134,1167
2016-05-25,35659,34346,1279,1313
2016-05-26,35531,34256,1185,1275
2016-05-27,35773,34474,1517,1299
2016-05-28,35111,34577,637,534
2016-05-29,35051,34817,474,234
2016-05-30,35216,34882,399,334
2016-05-31,35950,34940,1068,1010
2016-06-01,36193,35173,1253,1020
2016-06-02,36282,35157,1109,1125
2016-06-03,36349,35023,1192,1326
2016-06-04,35715,35340,692,375
2016-06-05,35726,35493,386,233
2016-06-06,36492,35608,999,884
2016-06-07,36816,35618,1208,1198
2016-06-08,36841,35799,1223,1042
2016-06-09,37008,35710,1209,1298
2016-06-10,37076,35709,1366,1367
2016-06-11,36301,35864,592,437
2016-06-12,36413,36202,549,211
2016-06-13,37267,36639,1065,628
2016-06-14,37784,36625,1145,1159
2016-06-15,37747,36710,1122,1037
2016-06-16,37686,36397,976,1289
2016-06-17,37623,36317,1226,1306
2016-06-18,36938,36596,621,342
2016-06-19,36973,36796,377,177
2016-06-20,37707,36768,911,939
2016-06-21,37814,36498,1046,1316
2016-06-22,37542,36203,1044,1339
2016-06-23,37406,36152,1203,1254
2016-06-24,37278,35855,1126,1423
2016-06-25,36396,35944,541,452
2016-06-26,36464,36177,520,287
2016-06-27,37159,36328,982,831
2016-06-28,37351,35963,1023,1388
2016-06-29,36951,35739,988,1212
2016-06-30,36956,35648,1217,1308
2016-07-01,36898,35701,1250,1197
2016-07-02,36275,35924,574,351
2016-07-03,36448,36161,524,287
2016-07-04,36700,36492,539,208
2016-07-05,37435,36253,943,1182
2016-07-06,37431,36328,1178,1103
2016-07-07,37494,36297,1166,1197
2016-07-08,37654,36333,1357,1321
2016-07-09,36575,36294,242,281
2016-07-10,36563,36396,269,167
2016-07-11,37219,36616,823,603
2016-07-12,37770,36634,1154,1136
2016-07-13,37868,36562,1234,1306
2016-07-14,37867,36600,1305,1267
2016-07-15,37960,36424,1360,1536
2016-07-16,37020,36525,596,495
2016-07-17,37023,36670,498,353
2016-07-18,37656,36940,986,716
2016-07-19,37929,36483,989,1446
2016-07-20,37550,36208,1067,1342
2016-07-21,37364,35920,1156,1444
2016-07-22,37089,35744,1169,1345
2016-07-23,36421,36034,677,387
2016-07-24,36582,36329,548,253
2016-07-25,37296,36456,967,840
2016-07-26,37699,36617,1243,1082
2016-07-27,37792,36514,1175,1278
2016-07-28,37608,36328,1094,1280
2016-07-29,37717,36275,1389,1442
2016-07-30,36966,36541,691,425
2016-07-31,37088,36745,547,343
2016-08-01,37799,36966,1054,833
2016-08-02,38053,36750,1087,1303
2016-08-03,37917,36667,1167,1250
2016-08-04,37872,36654,1205,1218
2016-08-05,37945,36636,1291,1309
2016-08-06,37232,36899,596,333
2016-08-07,37377,37107,478,270
2016-08-08,38124,37143,1017,981
2016-08-09,38282,36978,1139,1304
2016-08-10,38201,36887,1223,1314
2016-08-11,38042,36701,1155,1341
2016-08-12,37924,36378,1223,1546
2016-08-13,37024,36652,646,372
2016-08-14,37197,36917,545,280
2016-08-15,38089,37094,1172,995
2016-08-16,38329,36901,1235,1428
2016-08-17,37973,36703,1072,1270
2016-08-18,37943,36568,1240,1375
2016-08-19,38022,36544,1454,1478
2016-08-20,37217,36778,673,439
2016-08-21,37319,36959,541,360
2016-08-22,38156,37359,1197,797
2016-08-23,38454,37221,1095,1233
2016-08-24,38331,37303,1110,1028
2016-08-25,38519,37083,1216,1436
2016-08-26,38416,36797,1333,1619
2016-08-27,37446,37008,649,438
2016-08-28,37589,37272,581,317
2016-08-29,38428,37434,1156,994
2016-08-30,38662,37208,1228,1454
2016-08-31,38469,37079,1261,1390
2016-09-01,38401,37002,1322,1399
2016-09-02,38528,37062,1526,1466
2016-09-03,37718,37223,656,495
2016-09-04,37788,37543,565,245
2016-09-05,38129,37657,586,472
2016-09-06,38919,37729,1262,1190
2016-09-07,38852,37561,1123,1291
2016-09-08,38804,37501,1243,1303
2016-09-09,38990,37348,1489,1642
2016-09-10,37986,37629,638,357
2016-09-11,38174,37849,545,325
2016-09-12,39084,38060,1235,1024
2016-09-13,39158,37779,1098,1379
2016-09-14,38955,37463,1176,1492
2016-09-15,38738,37525,1275,1213
2016-09-16,38885,37323,1360,1562
2016-09-17,37940,37434,617,506
2016-09-18,38049,37726,615,323
2016-09-19,38803,37641,1077,1162
2016-09-20,38817,37511,1176,1306
2016-09-21,38954,37802,1443,1152
2016-09-22,39021,37456,1219,1565
2016-09-23,38762,37079,1306,1683
2016-09-24,37821,37416,742,405
2016-09-25,38135,37855,719,280
2016-09-26,39083,38070,1228,1013
2016-09-27,39384,38032,1314,1352
2016-09-28,39357,38063,1325,1294
2016-09-29,39198,37770,1135,1428
2016-09-30,39138,37727,1368,1411
2016-10-01,38518,38104,791,414
2016-10-02,38701,38436,597,265
2016-10-03,39713,38673,1277,1040
2016-10-04,39995,38636,1322,1359
2016-10-05,39926,38791,1290,1135
2016-10-06,40074,38852,1283,1222
2016-10-07,40330,39039,1478,1291
2016-10-08,39700,39333,661,367
2016-10-09,39976,39696,643,280
2016-10-10,40203,39728,507,475
2016-10-11,40973,39644,1245,1329
2016-10-12,41049,39925,1405,1124
2016-10-13,41191,39759,1266,1432
2016-10-14,41309,39655,1550,1654
2016-10-15,40429,39977,774,452
2016-10-16,40516,40094,539,422
2016-10-17,40987,39919,893,1068
2016-10-18,41471,39801,1552,1670
2016-10-19,41233,39941,1432,1292
2016-10-20,41382,39992,1441,1390
2016-10-21,41590,39937,1598,1653
2016-10-22,40650,40111,713,539
2016-10-23,40754,40379,643,375
2016-10-24,41563,40402,1184,1161
2016-10-25,41843,40580,1441,1263
2016-10-26,41830,40293,1250,1537
2016-10-27,41598,40139,1305,1459
2016-10-28,41644,40100,1505,1544
2016-10-29,40817,40419,717,398
2016-10-30,41062,40769,643,293
2016-10-31,41720,40885,951,835
2016-11-01,42278,40746,1393,1532
2016-11-02,42229,40778,1483,1451
2016-11-03,42026,40590,1248,1436
2016-11-04,41896,40152,1306,1744
2016-11-05,41013,40204,861,809
2016-11-06,40967,40595,763,372
2016-11-07,41733,40595,1138,1138
2016-11-08,41712,39964,1117,1748
2016-11-09,41346,39662,1382,1684
2016-11-10,41217,39336,1555,1881
2016-11-11,40261,39542,925,719
2016-11-12,40180,39747,638,433
2016-11-13,40468,40145,721,323
2016-11-14,41430,40250,1285,1180
2016-11-15,41738,40146,1488,1592
2016-11-16,41553,40043,1407,1510
2016-11-17,41302,39927,1259,1375
2016-11-18,41412,39763,1485,1649
2016-11-19,40419,39885,656,534
2016-11-20,40652,40262,767,390
2016-11-21,41622,40485,1360,1137
2016-11-22,41956,40351,1471,1605
2016-11-23,41803,40243,1452,1560
2016-11-24,40671,40220,428,451
2016-11-25,41382,40216,1162,1166
2016-11-26,40844,40563,628,281
2016-11-27,41186,40991,623,195
2016-11-28,42234,41285,1243,949
2016-11-29,42638,41465,1353,1173
2016-11-30,42726,41267,1261,1459
2016-12-01,42481,41017,1214,1464
2016-12-02,42492,41071,1475,1421
2016-12-03,41897,41388,826,509
2016-12-04,41823,41404,435,419
2016-12-05,42516,41574,1112,942
2016-12-06,42791,41471,1217,1320
