date,daily_pop,midnight_pop,book_in,book_out
2017-01-28,40943,40523,548,420
2017-01-29,40967,40798,444,169
2017-01-30,41889,40989,1091,900
2017-01-31,42143,41081,1154,1062
2017-02-01,42092,40734,1011,1358
2017-02-02,41749,40474,1015,1275
2017-02-03,41745,40203,1271,1542
2017-02-04,40656,40398,453,258
2017-02-05,40845,40627,447,218
2017-02-06,41488,40703,861,785
2017-02-07,41796,40598,1093,1198
2017-02-08,41758,40498,1160,1260
2017-02-09,41694,40389,1196,1305
2017-02-10,41669,40229,1280,1440
2017-02-11,40728,40475,499,253
2017-02-12,40873,40688,398,185
2017-02-13,41550,40666,862,884
2017-02-14,41593,40435,927,1158
2017-02-15,41418,40292,983,1126
2017-02-16,41162,39755,870,1407
2017-02-17,40967,39726,1212,1241
2017-02-18,40079,39744,353,335
2017-02-19,40056,39900,312,156
2017-02-20,40223,39912,323,311
2017-02-21,40805,39794,893,1011
2017-02-22,40772,39464,978,1308
2017-02-23,40350,39240,886,1110
2017-02-24,40283,38939,1043,1344
2017-02-25,39318,39159,379,159
2017-02-26,39447,39342,288,105
2017-02-27,40156,39488,814,668
2017-02-28,40464,39531,976,933
2017-03-01,40411,39399,880,1012
2017-03-02,40244,38877,845,1367
2017-03-03,39855,38581,978,1274
2017-03-04,38833,38442,252,391
2017-03-05,38709,38672,267,37
2017-03-06,39513,38816,841,697
2017-03-07,39658,38689,842,969
2017-03-08,39579,38291,890,1288
2017-03-09,39230,37964,939,1266
2017-03-10,39017,37752,1053,1265
2017-03-11,38027,37892,275,135
2017-03-12,38101,38035,209,66
2017-03-13,38791,38218,756,573
2017-03-14,38964,38099,746,865
2017-03-15,38924,38035,825,889
2017-03-16,38807,37536,772,1271
2017-03-17,38471,37268,935,1203
2017-03-18,37595,37450,327,145
2017-03-19,37672,37624,222,48
2017-03-20,38344,37654,720,690
2017-03-21,38470,37534,816,936
2017-03-22,38332,37277,798,1055
2017-03-23,38113,36935,836,1178
2017-03-24,37792,36672,857,1120
2017-03-25,36965,36862,293,103
2017-03-26,37215,37131,353,84
2017-03-27,37859,37107,728,752
2017-03-28,37969,36886,862,1083
2017-03-29,37640,36407,754,1233
2017-03-30,37316,36102,909,1214
2017-03-31,37002,35856,900,1146
2017-04-01,36177,36069,321,108
2017-04-02,36302,36203,233,99
2017-04-03,36951,36191,748,760
2017-04-04,36956,35808,765,1148
2017-04-05,36540,35356,732,1184
2017-04-06,36155,35098,799,1057
2017-04-07,35964,34676,866,1288
2017-04-08,34929,34790,253,139
2017-04-09,34983,34922,193,61
2017-04-10,35548,35091,626,457
2017-04-11,35885,35074,794,811
2017-04-12,35935,35090,861,845
2017-04-13,35819,35063,729,756
2017-04-14,35919,35115,856,804
2017-04-15,35342,35258,227,84
2017-04-16,35473,35421,215,52
2017-04-17,36094,35504,673,590
2017-04-18,36325,35173,821,1152
2017-04-19,36011,34642,838,1369
2017-04-20,35449,34388,807,1061
2017-04-21,35297,33998,909,1299
2017-04-22,34302,34187,304,115
2017-04-23,34348,34276,161,72
2017-04-24,34966,34357,690,609
2017-04-25,35081,34201,724,880
2017-04-26,35012,33896,811,1116
2017-04-27,34597,33405,701,1192
2017-04-28,34216,32967,811,1249
2017-04-29,33244,33150,277,94
2017-04-30,33411,33349,261,62
2017-05-01,34042,33638,693,404
2017-05-02,34462,33381,824,1081
2017-05-03,34169,32943,788,1226
2017-05-04,33704,32697,761,1007
2017-05-05,33539,32288,842,1251
2017-05-06,32540,32426,252,114
2017-05-07,32687,32591,261,96
2017-05-08,33293,32863,702,430
2017-05-09,33716,32915,853,801
2017-05-10,33716,32892,801,824
2017-05-11,33703,32482,811,1221
2017-05-12,33416,32356,934,1060
2017-05-13,32651,32544,295,107
2017-05-14,32774,32705,230,69
2017-05-15,33446,32816,741,630
2017-05-16,33782,32694,966,1088
2017-05-17,33517,32173,823,1344
2017-05-18,32975,32104,802,871
2017-05-19,32988,31901,884,1087
2017-05-20,32271,32175,370,96
2017-05-21,32484,32372,309,112
2017-05-22,33129,32617,757,512
2017-05-23,33541,32792,924,749
2017-05-24,33638,32711,846,927
2017-05-25,33592,32450,881,1142
2017-05-26,33485,32388,1035,1097
2017-05-27,32681,32570,293,111
2017-05-28,32893,32844,323,49
2017-05-29,33063,33016,219,47
2017-05-30,33820,32906,804,914
2017-05-31,33806,32617,900,1189
2017-06-01,33600,32699,983,901
2017-06-02,33690,32579,991,1111
2017-06-03,32870,32737,291,133
2017-06-04,32981,32893,244,88
2017-06-05,33785,33179,892,606
2017-06-06,34069,33213,890,856
2017-06-07,34173,33079,960,1094
2017-06-08,34000,32988,921,1012
2017-06-09,33973,32791,985,1182
2017-06-10,33100,32954,309,146
2017-06-11,33213,33179,259,34
2017-06-12,34115,33499,936,616
2017-06-13,34444,33501,945,943
2017-06-14,34402,33125,901,1277
2017-06-15,34041,33048,916,993
2017-06-16,34084,32896,1036,1188
2017-06-17,33180,33044,284,136
2017-06-18,33286,33255,242,31
2017-06-19,33967,33519,712,448
2017-06-20,34314,33388,795,926
2017-06-21,34315,33384,927,931
2017-06-22,34300,33189,916,1111
2017-06-23,34136,32855,947,1281
2017-06-24,33192,33006,337,186
2017-06-25,33302,33237,296,65
2017-06-26,34070,33519,833,551
2017-06-27,34420,33479,901,941
2017-06-28,34444,33022,965,1422
2017-06-29,33983,33043,961,940
2017-06-30,34082,32907,1039,1175
2017-07-01,33260,33097,353,163
2017-07-02,33388,33319,291,69
2017-07-03,34222,33750,903,472
2017-07-04,34059,33778,309,281
2017-07-05,34586,33819,808,767
2017-07-06,34684,33747,865,937
2017-07-07,34829,33521,1082,1308
2017-07-08,33882,33705,361,177
2017-07-09,33974,33876,269,98
2017-07-10,34636,34144,760,492
2017-07-11,35113,34120,969,993
2017-07-12,35115,33794,995,1321
2017-07-13,34692,33693,898,999
2017-07-14,34773,33430,1080,1343
2017-07-15,33860,33666,430,194
2017-07-16,34042,33889,376,153
2017-07-17,34718,34243,829,475
2017-07-18,35133,34192,890,941
2017-07-19,35100,34094,908,1006
2017-07-20,35157,33991,1063,1166
2017-07-21,35111,33916,1120,1195
2017-07-22,34346,34210,430,136
2017-07-23,34847,34770,637,77
2017-07-24,35753,35194,983,559
2017-07-25,36253,35371,1059,882
2017-07-26,36476,35055,1105,1421
2017-07-27,36052,34783,997,1269
2017-07-28,35862,34456,1079,1406
2017-07-29,34948,34758,492,190
2017-07-30,35070,34945,312,125
2017-07-31,35890,35269,945,621
2017-08-01,36351,35488,1082,863
2017-08-02,36536,35543,1048,993
2017-08-03,36456,35203,913,1253
2017-08-04,36378,34932,1175,1446
2017-08-05,35432,35236,500,196
2017-08-06,35608,35508,372,100
2017-08-07,36355,35740,847,615
2017-08-08,36775,35758,1035,1017
2017-08-09,36754,35325,996,1429
2017-08-10,36308,35235,983,1073
2017-08-11,36410,34894,1175,1516
2017-08-12,35349,35130,455,219
2017-08-13,35551,35449,421,102
2017-08-14,36377,35682,928,695
2017-08-15,36770,35932,1088,838
2017-08-16,37066,35834,1134,1232
2017-08-17,36863,35618,1029,1245
2017-08-18,36861,35503,1243,1358
2017-08-19,35975,35660,472,315
2017-08-20,36077,35974,417,103
2017-08-21,36891,36162,917,729
2017-08-22,37150,36202,988,948
2017-08-23,37368,35984,1166,1384
2017-08-24,36885,35635,902,1250
2017-08-25,36739,35414,1104,1325
2017-08-26,35938,35743,524,195
2017-08-27,36161,36070,418,91
2017-08-28,36907,36359,837,548
2017-08-29,37489,36568,1130,921
2017-08-30,37569,36600,1001,969
2017-08-31,37503,36110,903,1393
2017-09-01,37423,36000,1313,1423
2017-09-02,36490,36211,490,279
2017-09-03,36676,36520,465,156
2017-09-04,36932,36502,412,430
2017-09-05,37460,36478,958,982
2017-09-06,37494,36164,1016,1330
2017-09-07,37290,36050,1126,1240
2017-09-08,37274,36206,1224,1068
2017-09-09,36687,36493,481,194
2017-09-10,36896,36768,403,128
2017-09-11,37702,36910,934,792
2017-09-12,38088,37098,1178,990
2017-09-13,38138,36765,1040,1373
2017-09-14,37839,36573,1074,1266
2017-09-15,37686,36596,1113,1090
2017-09-16,36989,36690,393,299
2017-09-17,37082,37003,392,79
2017-09-18,37985,37203,982,782
2017-09-19,38176,37163,973,1013
2017-09-20,38327,36848,1164,1479
2017-09-21,37929,36634,1081,1295
2017-09-22,37767,36221,1133,1546
2017-09-23,36612,36454,391,158
2017-09-24,37015,36930,561,85
2017-09-25,37909,37125,979,784
2017-09-26,38316,37176,1191,1140
2017-09-27,38337,37175,1161,1162
2017-09-28,38173,36792,998,1381
2017-09-29,37891,36508,1099,1383
2017-09-30,37057,36893,549,164
2017-10-01,37315,37250,422,65
2017-10-02,38260,37531,1010,729
2017-10-03,38552,37305,1021,1247
2017-10-04,38533,37295,1228,1238
2017-10-05,38325,36888,1030,1437
2017-10-06,38238,37082,1350,1156
2017-10-07,37600,37388,518,212
2017-10-08,37976,37878,588,98
2017-10-09,38305,38010,427,295
2017-10-10,39100,38143,1090,957
2017-10-11,39293,37848,1150,1445
2017-10-12,38885,37643,1037,1242
2017-10-13,38858,37593,1215,1265
2017-10-14,38063,37898,470,165
2017-10-15,38335,38217,437,118
2017-10-16,39202,38112,985,1090
2017-10-17,39385,38354,1273,1031
2017-10-18,39481,38103,1127,1378
2017-10-19,39294,37975,1191,1319
2017-10-20,39270,37992,1295,1278
2017-10-21,38387,38197,395,190
2017-10-22,38742,38636,545,106
2017-10-23,39617,38640,981,977
2017-10-24,40026,38823,1386,1203
2017-10-25,40054,38704,1231,1350
2017-10-26,39981,38659,1277,1322
2017-10-27,39988,38685,1329,1303
2017-10-28,39202,38971,517,231
2017-10-29,39384,39247,413,137
2017-10-30,40335,39338,1088,997
2017-10-31,40336,39190,998,1146
2017-11-01,40304,39174,1114,1130
2017-11-02,40337,38922,1163,1415
2017-11-03,40200,38806,1278,1394
2017-11-04,39382,39066,576,316
2017-11-05,39660,39501,594,159
2017-11-06,40508,39613,1007,895
2017-11-07,40887,39582,1274,1305
2017-11-08,40872,39441,1290,1431
2017-11-09,40876,39353,1435,1523
2017-11-10,40123,39212,770,911
2017-11-11,39735,39549,523,186
2017-11-12,39920,39748,371,172
2017-11-13,40711,39621,963,1090
2017-11-14,41006,39716,1385,1290
2017-11-15,40867,39415,1151,1452
2017-11-16,40579,39103,1164,1476
2017-11-17,40444,39026,1341,1418
2017-11-18,39594,39321,568,273
2017-11-19,39828,39616,507,212
2017-11-20,40680,39766,1064,914
2017-11-21,40942,39500,1176,1442
2017-11-22,40789,39316,1289,1473
2017-11-23,39984,39557,668,427
2017-11-24,40453,39571,896,882
2017-11-25,39977,39600,406,377
2017-11-26,40050,39751,450,299
2017-11-27,40861,40158,1110,703
2017-11-28,41477,40134,1319,1343
2017-11-29,41371,39971,1237,1400
2017-11-30,41315,40007,1344,1308
2017-12-01,41543,40084,1536,1459
2017-12-02,40655,40210,571,445
2017-12-03,40996,40779,786,217
2017-12-04,41862,40887,1083,975
2017-12-05,42191,40827,1304,1364
2017-12-06,42272,40726,1445,1546
2017-12-07,41908,40338,1182,1570
2017-12-08,41591,40475,1253,1116
2017-12-09,41118,40723,643,395
2017-12-10,41235,40964,512,271
2017-12-11,42100,40828,1136,1272
2017-12-12,42086,40646,1258,1440
2017-12-13,41928,40293,1282,1635
2017-12-14,41708,40112,1415,1596
2017-12-15,41401,39981,1289,1420
2017-12-16,40618,40282,637,336
2017-12-17,40926,40676,644,250
2017-12-18,41787,40683,1111,1104
2017-12-19,41913,40589,1230,1324
2017-12-20,42019,40390,1430,1629
2017-12-21,41565,39997,1175,1568
2017-12-22,41525,40259,1528,1266
2017-12-23,40927,40544,668,383
2017-12-24,41115,40938,571,177
2017-12-25,41455,41379,517,76
2017-12-26,42289,41444,910,845
2017-12-27,42379,41004,935,1375
2017-12-28,42033,40553,1029,1480
2017-12-29,41800,40588,1247,1212
2017-12-30,41207,40762,619,445
2017-12-31,41255,41024,493,231
2018-01-01,41441,41310,417,131
2018-01-02,42086,41138,776,948
2018-01-03,42035,40810,897,1225
2018-01-04,41724,40404,914,1320
2018-01-05,41493,40213,1089,1280
2018-01-06,40705,40455,492,250
2018-01-07,40835,40672,380,163
2018-01-08,41413,40340,741,1073
2018-01-09,41261,40273,921,988
2018-01-10,41288,40043,1015,1245
2018-01-11,40993,39660,950,1333
2018-01-12,40878,39495,1218,1383
2018-01-13,39925,39669,430,256
2018-01-14,40148,39987,479,161
2018-01-15,40540,40305,553,235
2018-01-16,41158,40428,853,730
2018-01-17,41481,40623,1053,858
2018-01-18,41674,40301,1051,1373
2018-01-19,41647,40131,1346,1516
2018-01-20,40518,40158,387,360
2018-01-21,40713,40459,555,254
2018-01-22,41477,40530,1018,947
2018-01-23,41734,40362,1204,1372
2018-01-24,41553,40251,1191,1302
2018-01-25,41507,40133,1256,1374
2018-01-26,41458,40267,1325,1191
2018-01-27,40894,40522,627,372
2018-01-28,40941,40784,419,157
2018-01-29,41865,40920,1081,945
2018-01-30,42102,40797,1182,1305
2018-01-31,41944,40529,1147,1415
2018-02-01,41717,40291,1188,1426
2018-02-02,41644,40057,1353,1587
2018-02-03,40584,40254,527,330
2018-02-04,40668,40451,414,217
2018-02-05,41407,40642,956,765
2018-02-06,41625,40290,983,1335
2018-02-07,41390,40014,1100,1376
2018-02-08,41227,39775,1213,1452
2018-02-09,41183,39687,1408,1496
2018-02-10,40270,39868,583,402
2018-02-11,40417,40233,549,184
2018-02-12,41336,40194,1103,1142
2018-02-13,41359,40021,1165,1338
2018-02-14,41284,39927,1263,1357
2018-02-15,41102,39612,1175,1490
2018-02-16,41060,39535,1448,1525
2018-02-17,40161,39766,626,395
2018-02-18,40280,40120,514,160
2018-02-19,40611,40294,491,317
2018-02-20,41376,40296,1082,1080
2018-02-21,41392,39992,1096,1400
2018-02-22,41260,40036,1268,1224
2018-02-23,41343,39728,1307,1615
2018-02-24,40432,39964,704,468
2018-02-25,40552,40349,588,203
2018-02-26,41536,40504,1187,1032
2018-02-27,41771,40495,1267,1276
2018-02-28,41740,40280,1245,1460
2018-03-01,41460,39943,1180,1517
2018-03-02,41145,39696,1202,1449
2018-03-03,40375,40045,679,330
2018-03-04,40581,40409,536,172
2018-03-05,41508,40590,1099,918
2018-03-06,41868,40457,1278,1411
2018-03-07,41467,40180,1010,1287
2018-03-08,41228,39905,1048,1323
2018-03-09,41291,39779,1386,1512
2018-03-10,40357,39972,578,385
2018-03-11,40502,40325,530,177
2018-03-12,41409,40303,1084,1106
2018-03-13,41469,40212,1166,1257
2018-03-14,41553,40066,1341,1487
2018-03-15,41412,40000,1346,1412
2018-03-16,41340,39926,1340,1414
2018-03-17,40680,40326,754,354
2018-03-18,40966,40766,640,200
2018-03-19,41962,41086,1196,876
2018-03-20,42456,40992,1370,1464
2018-03-21,42341,40897,1349,1444
2018-03-22,42285,40669,1388,1616
2018-03-23,41959,40264,1290,1695
2018-03-24,40893,40357,629,536
2018-03-25,40815,40427,458,388
2018-03-26,41381,40062,954,1319
2018-03-27,41488,40161,1426,1327
2018-03-28,41407,40189,1246,1218
2018-03-29,41580,40262,1391,1318
2018-03-30,41588,40526,1326,1062
2018-03-31,41171,40699,645,472
2018-04-01,41260,41037,561,223
2018-04-02,42086,41033,1049,1053
2018-04-03,42153,40982,1120,1171
2018-04-04,42143,40446,1161,1697
2018-04-05,41684,40130,1238,1554
2018-04-06,41392,39813,1262,1579
2018-04-07,40422,39942,609,480
2018-04-08,40505,40312,563,193
2018-04-09,41425,40328,1113,1097
2018-04-10,41632,40239,1304,1393
2018-04-11,41428,39953,1189,1475
2018-04-12,41337,39857,1384,1480
2018-04-13,41341,39753,1484,1588
2018-04-14,40632,40135,879,497
2018-04-15,40673,40398,538,275
2018-04-16,41540,40779,1142,761
2018-04-17,42230,40771,1451,1459
2018-04-18,42215,40516,1444,1699
2018-04-19,41907,40308,1391,1599
2018-04-20,41717,40122,1409,1595
2018-04-21,41045,40605,923,440
2018-04-22,41257,41043,652,214
2018-04-23,42195,41053,1152,1142
2018-04-24,42586,41431,1533,1155
2018-04-25,42764,41265,1333,1499
2018-04-26,42558,41111,1293,1447
2018-04-27,42620,41194,1509,1426
2018-04-28,41902,41375,708,527
2018-04-29,42182,42018,807,164
2018-04-30,43280,42278,1262,1002
2018-05-01,43635,42478,1357,1157
2018-05-02,43888,42354,1410,1534
2018-05-03,43767,42060,1413,1707
2018-05-04,43543,41895,1483,1648
2018-05-05,42708,42104,813,604
2018-05-06,42825,42592,721,233
2018-05-07,43867,42388,1275,1479
2018-05-08,43760,42477,1372,1283
2018-05-09,43774,42055,1297,1719
2018-05-10,43441,41939,1386,1502
2018-05-11,43646,42074,1707,1572
2018-05-12,42858,42223,784,635
2018-05-13,42668,42391,445,277
2018-05-14,43605,42664,1214,941
2018-05-15,43977,42459,1313,1518
2018-05-16,43782,42056,1323,1726
2018-05-17,43295,41532,1239,1763
2018-05-18,43026,41413,1494,1613
2018-05-19,42226,41737,813,489
2018-05-20,42280,42014,543,266
2018-05-21,43203,42172,1189,1031
2018-05-22,43581,42429,1409,1152
2018-05-23,43690,42207,1261,1483
2018-05-24,43559,42200,1352,1359
2018-05-25,43942,42101,1742,1841
2018-05-26,42875,42203,774,672
2018-05-27,42860,42495,657,365
2018-05-28,43270,42683,775,587
2018-05-29,44105,43047,1422,1058
2018-05-30,44465,43021,1418,1444
2018-05-31,44707,43166,1686,1541
2018-06-01,44813,43071,1647,1742
2018-06-02,44126,43660,1055,466
2018-06-03,44355,44108,695,247
2018-06-04,45225,44379,1117,846
2018-06-05,45824,44516,1445,1308
2018-06-06,46180,44541,1664,1639
2018-06-07,45953,44313,1412,1640
2018-06-08,45806,43972,1493,1834
2018-06-09,44717,44198,745,519
2018-06-10,44961,44695,763,266
2018-06-11,45937,44741,1242,1196
2018-06-12,46044,44913,1303,1131
2018-06-13,46235,44826,1322,1409
2018-06-14,46299,44992,1473,1307
2018-06-15,46414,44765,1422,1649
2018-06-16,45421,45019,656,402
2018-06-17,45671,45525,652,146
2018-06-18,46596,45514,1071,1082
2018-06-19,46900,45693,1386,1207
2018-06-20,46932,45592,1239,1340
2018-06-21,46789,45082,1197,1707
2018-06-22,46553,44797,1471,1756
2018-06-23,45328,44827,531,501
2018-06-24,45275,44905,448,370
2018-06-25,46081,44966,1176,1115
2018-06-26,46030,44728,1064,1302
2018-06-27,45880,44806,1152,1074
2018-06-28,46094,44682,1288,1412
2018-06-29,46018,44484,1336,1534
2018-06-30,44975,44517,491,458
2018-07-01,45051,44842,534,209
2018-07-02,45934,44980,1092,954
2018-07-03,46209,44558,1229,1651
2018-07-04,45198,44407,640,791
2018-07-05,45436,44112,1029,1324
2018-07-06,45332,43981,1220,1351
2018-07-07,44547,44193,566,354
2018-07-08,44551,44371,358,180
2018-07-09,45536,44653,1165,883
2018-07-10,45962,44780,1309,1182
2018-07-11,46046,44586,1266,1460
2018-07-12,45572,44101,986,1471
2018-07-13,45404,43771,1303,1633
2018-07-14,44316,43958,545,358
2018-07-15,44361,44122,403,239
2018-07-16,45253,44364,1131,889
2018-07-17,45752,44432,1388,1320
2018-07-18,45670,44266,1238,1404
2018-07-19,45483,43731,1217,1752
2018-07-20,45170,43416,1439,1754
2018-07-21,43971,43505,555,466
2018-07-22,44072,43745,567,327
2018-07-23,44590,43635,845,955
2018-07-24,44734,43363,1099,1371
2018-07-25,44664,43183,1301,1481
2018-07-26,44409,42688,1226,1721
2018-07-27,44146,42460,1458,1686
2018-07-28,43142,42781,682,361
2018-07-29,43189,43066,408,123
2018-07-30,44103,43263,1037,840
2018-07-31,44382,43175,1119,1207
2018-08-01,44439,43335,1264,1104
2018-08-02,44583,43277,1248,1306
2018-08-03,44670,43403,1393,1267
2018-08-04,43956,43657,553,299
2018-08-05,44231,44090,574,141
2018-08-06,45262,44367,1172,895
2018-08-07,45480,44250,1113,1230
2018-08-08,45464,44103,1214,1361
2018-08-09,45504,43978,1401,1526
2018-08-10,45349,43528,1371,1821
2018-08-11,44037,43681,509,356
2018-08-12,44169,43956,488,213
2018-08-13,45109,44071,1153,1038
2018-08-14,45273,43772,1202,1501
2018-08-15,45147,43858,1375,1289
2018-08-16,45291,43831,1433,1460
2018-08-17,45207,43542,1376,1665
2018-08-18,44060,43632,518,428
2018-08-19,44202,43964,570,238
2018-08-20,45020,43605,1056,1415
2018-08-21,44885,43271,1280,1614
2018-08-22,44551,43148,1280,1403
2018-08-23,44437,43034,1289,1403
2018-08-24,44560,42903,1526,1657
2018-08-25,43458,43073,555,385
2018-08-26,43598,43330,525,268
2018-08-27,44515,43412,1185,1103
2018-08-28,44804,43427,1392,1377
2018-08-29,44809,43451,1382,1358
2018-08-30,45048,43007,1597,2041
2018-08-31,44446,42825,1439,1621
2018-09-01,43648,43147,823,501
2018-09-02,43667,43436,520,231
2018-09-03,43941,43692,505,249
2018-09-04,44908,43606,1216,1302
2018-09-05,45015,43673,1409,1342
2018-09-06,45053,43458,1380,1595
2018-09-07,44762,42982,1304,1780
2018-09-08,43653,43181,671,472
2018-09-09,43800,43526,619,274
2018-09-10,44702,43671,1176,1031
2018-09-11,45059,43564,1388,1495
2018-09-12,44934,43654,1370,1280
2018-09-13,45090,43532,1436,1558
2018-09-14,45081,43510,1549,1571
2018-09-15,44155,43642,645,513
2018-09-16,44085,43810,443,275
2018-09-17,44924,43961,1114,963
2018-09-18,45367,43725,1406,1642
2018-09-19,44965,43649,1240,1316
2018-09-20,45250,43523,1601,1727
2018-09-21,44933,43087,1410,1846
2018-09-22,43855,43248,768,607
2018-09-23,43897,43561,649,336
2018-09-24,44674,43577,1113,1097
2018-09-25,45001,43551,1424,1450
2018-09-26,44921,43602,1370,1319
2018-09-27,44927,43329,1325,1598
2018-09-28,44936,43149,1607,1787
2018-09-29,44037,43503,888,534
2018-09-30,44109,43888,606,221
2018-10-01,44807,43666,919,1141
2018-10-02,44969,43369,1303,1600
2018-10-03,44929,43681,1560,1248
2018-10-04,44985,43421,1304,1564
2018-10-05,44972,43167,1551,1805
2018-10-06,44000,43517,833,483
2018-10-07,44132,43793,615,339
2018-10-08,44515,44092,722,423
2018-10-09,45247,44020,1155,1227
2018-10-10,45568,44088,1548,1480
2018-10-11,45535,43855,1447,1680
2018-10-12,45349,43850,1494,1499
2018-10-13,44473,44024,623,449
2018-10-14,44642,44322,618,320
2018-10-15,45379,44387,1057,992
2018-10-16,45668,44161,1281,1507
2018-10-17,45571,43979,1410,1592
2018-10-18,45352,43767,1373,1585
2018-10-19,45150,43688,1383,1462
2018-10-20,44295,43728,607,567
2018-10-21,44327,43879,599,448
2018-10-22,45053,43860,1174,1193
2018-10-23,45145,43746,1285,1399
2018-10-24,45149,43416,1403,1733
2018-10-25,44812,43331,1396,1481
2018-10-26,44667,42854,1336,1813
2018-10-27,43517,43094,663,423
2018-10-28,43571,43384,477,187
2018-10-29,44576,43376,1192,1200
2018-10-30,44642,43294,1266,1348
2018-10-31,44501,42836,1207,1665
2018-11-01,44182,42820,1346,1362
2018-11-02,44204,42616,1384,1588
2018-11-03,43376,42915,760,461
2018-11-04,43510,43176,595,334
2018-11-05,44462,43317,1286,1145
2018-11-06,44803,43228,1486,1575
2018-11-07,44596,43077,1368,1519
2018-11-08,44325,42780,1248,1545
2018-11-09,44521,42748,1741,1773
2018-11-10,43535,43020,787,515
2018-11-11,43772,43454,752,318
2018-11-12,44159,43604,705,555
2018-11-13,44878,43357,1274,1521
2018-11-14,44966,43548,1609,1418
2018-11-15,44972,43471,1424,1501
2018-11-16,44993,43279,1522,1714
2018-11-17,44005,43476,726,529
2018-11-18,44278,43818,802,460
2018-11-19,45214,43857,1396,1357
2018-11-20,45566,43783,1709,1783
2018-11-21,45298,43563,1515,1735
2018-11-22,44498,44177,935,321
2018-11-23,45327,44109,1150,1218
2018-11-24,44730,44446,621,284
2018-11-25,44970,44898,524,72
2018-11-26,46057,45134,1159,923
2018-11-27,46796,45206,1662,1590
2018-11-28,46740,45239,1534,1501
2018-11-29,46708,45251,1469,1457
2018-11-30,46884,45125,1633,1759
2018-12-01,45663,45227,538,436
2018-12-02,45744,45487,517,257
2018-12-03,46809,45721,1322,1088
2018-12-04,47481,45971,1760,1510
2018-12-05,47369,46069,1398,1300
2018-12-06,47496,45721,1427,1775
2018-12-07,47174,45688,1453,1486
2018-12-08,46374,45747,686,627
2018-12-09,46281,45990,534,291
2018-12-10,47432,45974,1442,1458
2018-12-11,47572,45840,1598,1732
2018-12-12,47337,45753,1497,1584
2018-12-13,47200,45530,1447,1670
2018-12-14,47193,45234,1663,1959
2018-12-15,45927,45266,693,661
2018-12-16,45753,45467,487,286
2018-12-17,46630,45670,1163,960
2018-12-18,47310,45653,1640,1657
2018-12-19,47336,45402,1683,1934
2018-12-20,46919,44953,1517,1966
2018-12-21,46594,44597,1641,1997
2018-12-22,45493,44880,896,613
2018-12-23,45456,45244,576,212
2018-12-24,46163,45590,919,573
2018-12-25,46090,45880,500,210
2018-12-26,47004,45607,1124,1397
2018-12-27,46925,45270,1318,1655
2018-12-28,46805,45300,1535,1505
2018-12-29,46018,45516,718,502
2018-12-30,46131,45814,615,317
2018-12-31,46856,45941,1042,915
2019-01-01,46508,46148,567,360
2019-01-02,47275,46432,1127,843
2019-01-03,47754,46013,1322,1741
2019-01-04,47209,45486,1196,1723
2019-01-05,45883,45437,397,446
2019-01-06,45774,45576,337,198
2019-01-07,46523,45643,947,880
2019-01-08,46646,45348,1003,1298
2019-01-09,46435,45039,1087,1396
2019-01-10,46121,44878,1082,1243
2019-01-11,46140,44566,1262,1574
2019-01-12,44894,44531,328,363
2019-01-13,44925,44776,394,149
2019-01-14,45947,45172,1171,775
2019-01-15,46720,45537,1548,1183
2019-01-16,46882,45307,1345,1575
2019-01-17,46836,45503,1529,1333
2019-01-18,47041,45374,1538,1667
2019-01-19,46067,45607,693,460
2019-01-20,46297,46083,690,214
2019-01-21,46786,46173,703,613
2019-01-22,47449,46355,1276,1094
2019-01-23,47833,46086,1478,1747
2019-01-24,47518,46059,1432,1459
2019-01-25,47724,45925,1665,1799
2019-01-26,46546,46002,621,544
2019-01-27,46594,46417,592,177
2019-01-28,47661,46461,1244,1200
2019-01-29,48001,46730,1540,1271
2019-01-30,48182,46763,1452,1419
2019-01-31,48159,46703,1396,1456
2019-02-01,48308,46640,1605,1668
2019-02-02,47431,46920,791,511
2019-02-03,47313,47079,393,234
2019-02-04,48363,47384,1284,979
2019-02-05,48863,47479,1479,1384
2019-02-06,49102,47329,1623,1773
2019-02-07,48784,47087,1455,1697
2019-02-08,48664,47020,1577,1644
2019-02-09,47690,47153,670,537
2019-02-10,47666,47376,513,290
2019-02-11,48629,47526,1253,1103
2019-02-12,48915,47527,1389,1388
2019-02-13,48872,47455,1345,1417
2019-02-14,49100,47330,1645,1770
2019-02-15,49102,47262,1772,1840
2019-02-16,47942,47318,680,624
2019-02-17,48123,47675,805,448
2019-02-18,48618,47844,943,774
2019-02-19,49294,47753,1450,1541
2019-02-20,49373,47760,1620,1613
2019-02-21,49542,47747,1782,1795
2019-02-22,49312,47415,1565,1897
2019-02-23,48277,47645,862,632
2019-02-24,48327,47968,682,359
2019-02-25,49537,48044,1569,1493
2019-02-26,49893,48348,1849,1545
2019-02-27,49839,48359,1491,1480
2019-02-28,49960,47886,1601,2074
2019-03-01,49663,47514,1777,2149
2019-03-02,48320,47653,806,667
2019-03-03,48353,48037,700,316
2019-03-04,49201,48089,1164,1112
2019-03-05,49737,48189,1648,1548
2019-03-06,49604,47996,1415,1608
2019-03-07,49599,47766,1603,1833
2019-03-08,49611,47509,1845,2102
2019-03-09,48415,47921,906,494
2019-03-10,48663,48305,742,358
2019-03-11,49660,48409,1355,1251
2019-03-12,50024,48461,1615,1563
